Cust_ID,Inv_No,Photo_Type,Inv_Date,Amount
15122,117927,SelfTaken.,2013-09-28,96.28
14327,117928,Engagement,2013-09-28,474.29
4361,117929,School.,2013-09-28,618.8000000000001
9884,117930,Official.,2013-09-28,949.8100000000002
11047,117931,SelfTaken.,2013-09-28,1021.98
13480,117932,Wedding.,2013-09-28,512.24
8801,117933,,2013-09-28,201.10000000000002
10349,117934,Wedding.,2013-09-28,400.77
8949,117935,School.,2013-09-28,593.4699999999999
11862,117936,Engagement,2013-09-28,387.64
15119,117937,Wedding.,2013-09-28,963.26
8681,117938,Engagement,2013-09-28,1193.56
16673,117939,Official,2013-09-28,477.1600000000001
8455,117940,Wedding.,2013-09-28,416.84999999999997
9821,117941,School,2013-09-28,583.52
8396,117942,Wedding.,2013-09-28,1935.1000000000001
9359,117943,SelfTaken,2013-09-28,22.57
8371,117944,Official,2013-09-28,3206.2000000000003
12823,117945,SelfTaken,2013-09-28,240.22
13329,117946,Passport.,2013-09-28,1655.0400000000002
7943,117947,Official,2013-09-28,151.86
11297,117948,Wedding,2013-09-28,323.73
12049,117949,School,2013-09-28,21.439999999999998
9500,117950,Engagement.,2013-09-28,322.84
5027,117951,Official,2013-09-28,1111.9299999999998
12081,117952,Engagement.,2013-09-28,633.17
14258,117953,School.,2013-09-28,244.25
14485,117954,Passport,2013-09-28,176.25
6368,117955,Passport.,2013-09-28,1051.3999999999999
9126,117956,School,2013-09-28,453.62
9059,117957,Engagement,2013-09-28,421.28
6765,117958,Wedding,2013-09-28,1642.8899999999999
12261,117959,Engagement,2013-09-28,434.15999999999997
7763,117960,Wedding,2013-09-28,334.51
9172,117961,Passport.,2013-09-28,56.48000000000002
12691,117962,Wedding,2013-09-28,634.4300000000001
15392,117963,Passport,2013-09-28,297.59000000000003
12427,117964,Wedding.,2013-09-28,2198.36
9763,117965,Engagement,2013-09-28,814.32
6291,117966,Official.,2013-09-28,1027.25
11477,117967,Passport.,2013-09-28,643.45
6750,117968,SelfTaken.,2013-09-28,1366.67
15495,117969,Wedding,2013-09-28,1549.27
7384,117970,,2013-09-28,566.5100000000001
14126,117971,Engagement.,2013-09-28,820.52
10728,117972,School.,2013-09-28,553.88
6890,117973,SelfTaken.,2013-09-28,718.51
2651,117974,,2013-09-28,177.51999999999998
16982,117975,Engagement,2013-09-28,1030.3899999999999
8072,117976,Engagement,2013-09-28,589.19
11280,117977,Engagement,2013-09-28,462.12
3502,117978,Wedding.,2013-09-28,931.4499999999999
13116,117979,Passport.,2013-09-28,1552.22
14383,117980,Engagement.,2013-09-28,685.52
9667,117981,Official.,2013-09-28,284.93000000000006
11823,117982,SelfTaken,2013-09-28,218.99
12678,117983,Wedding,2013-09-28,1106.6899999999998
10545,117984,,2013-09-28,508.94
7193,117985,,2013-09-28,892.7700000000001
11739,117986,Wedding,2013-09-28,351.64
13112,117987,School.,2013-09-28,1516.02
10755,117988,Official.,2013-09-28,1108.85
10099,117989,Passport,2013-09-28,640.63
15916,117990,SelfTaken.,2013-09-28,2201.6600000000003
7868,117991,School,2013-09-28,638.39
13488,117992,Official.,2013-09-28,492.05999999999995
6053,117993,School,2013-09-28,86.30999999999999
8651,117994,Wedding.,2013-09-28,552.86
6230,117995,School.,2013-09-28,494.63
3220,117996,Engagement,2013-09-28,516.1400000000001
2734,117997,Wedding.,2013-09-28,451.28
14297,117998,Passport,2013-09-28,665.9
8550,117999,Engagement,2013-09-28,412.16
11365,118000,Wedding.,2013-09-28,1257.6000000000001
4554,118001,Wedding.,2013-09-28,483.03
6603,118002,Wedding.,2013-09-28,1485.02
16312,118003,Engagement.,2013-09-28,534.77
13616,118004,Passport.,2013-09-28,306.25
9770,118005,Passport.,2013-09-28,78.12
8808,118006,,2013-09-28,1484.39
13606,118007,Passport,2013-09-28,49.129999999999995
5094,118008,School,2013-09-28,765.77
8949,118009,,2013-09-28,1356.3799999999999
5241,118010,Passport.,2013-09-28,542.62
4053,118011,Passport,2013-09-28,658.29
7243,118012,SelfTaken,2013-09-28,253.26
8373,118013,Engagement.,2013-09-28,1403.1
13332,118014,SelfTaken.,2013-09-28,1024.3
8364,118015,Official,2013-09-28,1019.96
14391,118016,,2013-09-28,23.13
13845,118017,School.,2013-09-28,1334.3400000000001
13106,118018,Wedding.,2013-09-28,739.53
5676,118019,Passport,2013-09-28,454.1600000000001
14963,118020,,2013-09-28,777.19
14546,118021,Engagement.,2013-09-28,1171.5500000000002
5536,118022,School.,2013-09-28,1418.29
8382,118023,School,2013-09-28,1055.3600000000001
6339,118024,Engagement.,2013-09-28,679.43
16171,118025,School,2013-09-28,88.48
16159,118026,Passport.,2013-09-28,306.5899999999999
16186,118027,SelfTaken.,2013-09-28,79.18
13774,118028,Official.,2013-09-28,28.099999999999966
3699,118029,,2013-09-28,586.09
13128,118030,Passport.,2013-09-28,1070.8899999999999
2766,118031,,2013-09-28,380.4
13215,118032,Engagement,2013-09-28,799.79
6159,118033,Engagement.,2013-09-28,786.18
10627,118034,Engagement,2013-09-28,1157.37
11161,118035,,2013-09-28,356.72
16924,118036,,2013-09-28,114.68
4168,118037,,2013-09-28,507.14000000000004
10011,118038,SelfTaken,2013-09-28,2146.88
10122,118039,Engagement.,2013-09-28,1229.16
11247,118040,Engagement,2013-09-28,1216.1699999999998
14039,118041,Official,2013-09-28,803.4299999999998
11372,118042,Official,2013-09-28,181.92999999999998
16983,118043,Wedding,2013-09-28,426.46
3639,118044,Official.,2013-09-28,163.72
7616,118045,Engagement.,2013-09-28,616.33
16005,118046,Engagement,2013-09-28,328.21
11914,118047,SelfTaken.,2013-09-28,1650.54
6875,118048,Wedding.,2013-09-28,836.2700000000001
13443,118049,School,2013-09-28,1207.98
10412,118050,Passport,2013-09-28,1571.69
11919,118051,Passport.,2013-09-28,1224.78
2974,118052,Passport.,2013-09-28,423.45000000000005
7817,118053,Passport,2013-09-28,174.23999999999998
3950,118054,Passport,2013-09-28,857.5999999999999
6508,118055,SelfTaken.,2013-09-28,572.04
13646,118056,Wedding,2013-09-28,415.2
6083,118057,SelfTaken,2013-09-28,82.94999999999999
5451,118058,SelfTaken.,2013-09-28,104.85
8341,118059,SelfTaken,2013-09-28,78.24000000000001
14136,118060,School.,2013-09-28,467.5
11241,118061,,2013-09-28,978.54
12962,118062,Wedding.,2013-09-28,654.89
6229,118063,School.,2013-09-28,411.66999999999996
14703,118064,SelfTaken.,2013-09-28,287.51
12537,118065,Official.,2013-09-28,1538.29
8705,118066,Passport.,2013-09-28,1745.8500000000001
15098,118067,Official.,2013-09-28,110.87
3082,118068,School,2013-09-28,470.22
6756,118069,Engagement,2013-09-28,1933.5200000000002
13798,118070,School.,2013-09-28,180.83000000000004
16807,118071,Wedding.,2013-09-28,388.44
7460,118072,Engagement.,2013-09-28,490.84999999999997
16894,118073,Wedding.,2013-09-28,488.18
13890,118074,Wedding.,2013-09-28,879.05
13319,118075,Wedding,2013-09-28,1757.45
7527,118076,Passport,2013-09-28,362.61
10858,118077,Passport.,2013-09-28,191.06
13962,118078,Wedding,2013-09-28,1851.3200000000002
7780,118079,Engagement.,2013-09-28,1367.24
6410,118080,SelfTaken.,2013-09-28,254.35000000000002
10715,118081,SelfTaken,2013-09-28,29.82
3289,118082,Wedding.,2013-09-28,372.81
13175,118083,Engagement,2013-09-28,582.69
3058,118084,Engagement,2013-09-28,674.49
9840,118085,Official,2013-09-28,62.32
12786,118086,,2013-09-28,545.28
13568,118087,Passport.,2013-09-28,248.81
14803,118088,SelfTaken.,2013-09-28,500.51
8877,118089,Passport.,2013-09-28,161.24
3642,118090,Official.,2013-09-28,534.56
7923,118091,Official,2013-09-28,739.5799999999999
13040,118092,School.,2013-09-28,661.96
3407,118093,Official.,2013-09-28,40.61
14679,118094,,2013-09-28,1559.04
5507,118095,Engagement,2013-09-28,516.0
11318,118096,,2013-09-28,1112.73
6874,118097,School.,2013-09-28,123.99000000000001
16684,118098,SelfTaken.,2013-09-28,135.13
13727,118099,Wedding.,2013-09-28,1629.03
4570,118100,Passport,2013-09-28,1172.81
4192,118101,School,2013-09-28,117.86
3798,118102,Passport.,2013-09-28,994.6100000000001
12068,118103,School.,2013-09-28,340.14
14939,118104,SelfTaken,2013-09-28,447.7900000000001
8300,118105,,2013-09-28,804.0500000000001
7584,118106,Engagement,2013-09-28,1376.72
14102,118107,Engagement.,2013-09-28,2364.6699999999996
9770,118108,Official,2013-09-28,48.41
12694,118109,Wedding.,2013-09-28,529.87
9005,118110,Engagement,2013-09-28,1286.5
5640,118111,Passport.,2013-09-28,296.28000000000003
6803,118112,Engagement.,2013-09-28,1582.0700000000002
12281,118113,SelfTaken.,2013-09-28,811.46
7697,118114,Official.,2013-09-28,608.73
9314,118115,Official,2013-09-28,292.08000000000004
3038,118116,Wedding,2013-09-28,923.4499999999999
11881,118117,Passport.,2013-09-28,140.15000000000003
15544,118118,School.,2013-09-28,516.95
16176,118119,Official,2013-09-28,1032.26
12910,118120,SelfTaken,2013-09-28,40.19
3335,118121,,2013-09-28,1012.54
14889,118122,Official,2013-09-28,86.67000000000002
3267,118123,Passport.,2013-09-28,1871.8199999999997
4569,118124,Passport,2013-09-29,158.74
6423,118125,Official.,2013-09-29,468.28999999999996
4788,118126,School.,2013-09-29,733.6
12058,118127,Passport.,2013-09-29,641.39
9508,118128,Engagement.,2013-09-29,579.3000000000001
10593,118129,Passport.,2013-09-29,531.23
13386,118130,Passport.,2013-09-29,1203.3799999999999
16189,118131,Passport.,2013-09-29,1366.6499999999999
7052,118132,Engagement,2013-09-29,345.67
5886,118133,SelfTaken,2013-09-29,676.24
14008,118134,SelfTaken.,2013-09-29,1473.96
14816,118135,Wedding.,2013-09-29,1916.63
8423,118136,Passport.,2013-09-29,285.29
10548,118137,SelfTaken.,2013-09-29,65.41
16865,118138,,2013-09-29,344.73
11829,118139,SelfTaken,2013-09-29,440.58000000000004
13454,118140,School,2013-09-29,1514.45
6296,118141,SelfTaken.,2013-09-29,1607.5900000000001
16351,118142,Wedding.,2013-09-29,1421.12
9051,118143,SelfTaken.,2013-09-29,710.39
5799,118144,Wedding.,2013-09-29,1409.17
12386,118145,Passport.,2013-09-29,268.49
7378,118146,School,2013-09-29,186.87
7661,118147,SelfTaken,2013-09-29,1025.4399999999998
9967,118148,Engagement,2013-09-29,535.14
2989,118149,Passport.,2013-09-29,22.30000000000001
5089,118150,Official,2013-09-29,46.43
6649,118151,Wedding.,2013-09-29,1453.76
3999,118152,Wedding,2013-09-29,1379.45
12596,118153,School.,2013-09-29,118.83000000000004
9898,118154,,2013-09-29,829.57
11184,118155,Wedding.,2013-09-29,1428.16
2733,118156,SelfTaken.,2013-09-29,295.94999999999993
13428,118157,Official,2013-09-29,574.92
5014,118158,Official.,2013-09-29,331.65999999999997
8343,118159,Official,2013-09-29,167.81
15164,118160,Wedding.,2013-09-29,1852.53
2694,118161,Passport.,2013-09-29,422.65
6681,118162,SelfTaken.,2013-09-29,994.78
10351,118163,,2013-09-29,291.58
14423,118164,Engagement,2013-09-29,759.7
11527,118165,Engagement.,2013-09-29,1605.23
4129,118166,SelfTaken,2013-09-29,206.87
16198,118167,Engagement.,2013-09-29,1502.58
15430,118168,Wedding,2013-09-29,2044.3500000000001
15163,118169,Engagement,2013-09-29,346.64
7479,118170,Engagement.,2013-09-29,1286.5
12897,118171,School,2013-09-29,1394.4699999999998
5126,118172,School,2013-09-29,228.22
6825,118173,SelfTaken.,2013-09-29,172.73999999999995
13850,118174,SelfTaken.,2013-09-29,145.76000000000005
9096,118175,SelfTaken.,2013-09-29,1367.38
12053,118176,Passport,2013-09-29,156.57
3785,118177,SelfTaken,2013-09-29,1384.6000000000001
11602,118178,Passport,2013-09-29,466.63
3199,118179,Passport,2013-09-29,835.9200000000001
16383,118180,School.,2013-09-29,78.33999999999997
15460,118181,,2013-09-29,227.69000000000003
13248,118182,School.,2013-09-29,340.0400000000001
9467,118183,Official,2013-09-29,1298.25
10709,118184,,2013-09-29,165.25
14632,118185,SelfTaken.,2013-09-29,1401.6
13045,118186,Wedding.,2013-09-29,1221.73
5832,118187,School,2013-09-29,128.06
11341,118188,Passport.,2013-09-29,1173.4199999999998
4475,118189,SelfTaken,2013-09-29,75.72
15831,118190,School.,2013-09-29,73.75
16615,118191,Wedding.,2013-09-29,922.59
15519,118192,School,2013-09-29,797.05
14688,118193,Official,2013-09-29,479.34000000000003
5293,118194,School.,2013-09-29,285.57000000000005
13202,118195,Passport,2013-09-29,135.91
9998,118196,School.,2013-09-29,271.06
10140,118197,Passport,2013-09-29,20.599999999999966
13973,118198,Engagement.,2013-09-29,1703.53
5496,118199,Official,2013-09-29,657.16
13589,118200,Engagement.,2013-09-29,513.02
16951,118201,Passport.,2013-09-29,300.99
13669,118202,Official.,2013-09-29,233.32999999999993
3913,118203,School,2013-09-29,1129.36
11324,118204,Passport,2013-09-29,16.620000000000005
7993,118205,Official,2013-09-29,960.8
6799,118206,SelfTaken,2013-09-29,515.14
3890,118207,Wedding.,2013-09-29,588.33
15902,118208,Passport,2013-09-29,278.96000000000004
4939,118209,Wedding.,2013-09-29,584.64
11344,118210,SelfTaken,2013-09-29,968.25
11303,118211,School.,2013-09-29,606.71
4315,118212,Official,2013-09-29,237.15999999999997
13990,118213,,2013-09-29,638.4
16943,118214,Passport,2013-09-29,178.23999999999998
11564,118215,Official.,2013-09-29,1019.1999999999998
5631,118216,,2013-09-29,1373.6999999999998
10986,118217,School.,2013-09-29,830.99
9607,118218,Engagement.,2013-09-29,830.67
9572,118219,,2013-09-29,97.86999999999999
6238,118220,Wedding,2013-09-29,1143.04
16013,118221,,2013-09-29,288.77
3017,118222,Official.,2013-09-29,592.93
9339,118223,Wedding,2013-09-29,896.3199999999999
11830,118224,,2013-09-29,969.16
16595,118225,Official.,2013-09-29,1898.1600000000003
14256,118226,Engagement.,2013-09-29,1178.08
13826,118227,SelfTaken,2013-09-29,933.97
9402,118228,SelfTaken,2013-09-29,491.37
16963,118229,School.,2013-09-29,286.24
6309,118230,Engagement.,2013-09-29,1472.25
12838,118231,Official,2013-09-29,103.5
14438,118232,Passport,2013-09-29,965.45
3385,118233,Passport,2013-09-29,1931.23
3709,118234,,2013-09-29,854.97
3180,118235,SelfTaken.,2013-09-29,258.86
7812,118236,Passport,2013-09-29,963.94
16212,118237,Passport.,2013-09-29,122.42000000000002
5161,118238,Official.,2013-09-29,286.96
13116,118239,SelfTaken.,2013-09-29,202.99
2603,118240,School,2013-09-29,898.1999999999998
8696,118241,School.,2013-09-29,788.3800000000001
6994,118242,Official.,2013-09-29,367.7199999999999
2920,118243,Passport.,2013-09-29,204.19
15421,118244,School.,2013-09-29,241.76000000000002
7483,118245,,2013-09-29,2071.61
13455,118246,Wedding,2013-09-29,510.56
15272,118247,School,2013-09-29,425.98
16209,118248,Official.,2013-09-29,929.5899999999999
15853,118249,School,2013-09-29,148.56
13260,118250,School,2013-09-29,993.76
12966,118251,,2013-09-29,754.0400000000001
6990,118252,Engagement,2013-09-29,1579.69
7048,118253,Passport.,2013-09-29,227.48000000000002
4028,118254,Passport,2013-09-29,706.03
4129,118255,School.,2013-09-29,426.0999999999999
7506,118256,Official,2013-09-29,236.95999999999992
8414,118257,Official,2013-09-29,349.94000000000005
9985,118258,Official,2013-09-29,289.98
8756,118259,Passport.,2013-09-29,215.83
7466,118260,,2013-09-29,498.34
10970,118261,Wedding,2013-09-29,496.57
3929,118262,Passport,2013-09-29,1086.44
6010,118263,SelfTaken.,2013-09-29,617.71
5258,118264,Passport,2013-09-29,1109.8
6465,118265,School,2013-09-29,892.21
14619,118266,School,2013-09-29,172.57
11536,118267,Wedding,2013-09-29,613.66
11542,118268,Passport,2013-09-29,129.59000000000003
15772,118269,Engagement,2013-09-29,561.15
9890,118270,,2013-09-29,425.52
5332,118271,Engagement,2013-09-29,1644.1699999999998
8845,118272,Official.,2013-09-29,304.62
10658,118273,Official,2013-09-29,302.24
4091,118274,School,2013-09-29,830.8499999999999
12924,118275,Official.,2013-09-29,254.57
8405,118276,Engagement.,2013-09-29,346.28000000000003
10468,118277,Passport.,2013-09-29,88.85000000000002
3756,118278,Passport.,2013-09-29,103.97999999999996
5590,118279,Official,2013-09-29,1105.47
6051,118280,SelfTaken,2013-09-29,150.67000000000002
4245,118281,School.,2013-09-29,149.69
11796,118282,SelfTaken,2013-09-29,1032.41
13429,118283,School.,2013-09-29,429.73
8969,118284,,2013-09-29,59.010000000000005
11750,118285,Wedding.,2013-09-29,592.11
6514,118286,Passport,2013-09-29,350.34000000000003
15164,118287,Engagement.,2013-09-29,1662.49
11581,118288,School.,2013-09-29,320.9100000000001
11614,118289,Engagement,2013-09-29,375.18
10060,118290,School.,2013-09-29,220.77999999999997
11663,118291,Official.,2013-09-29,80.07999999999998
4441,118292,School,2013-09-29,207.65999999999997
4041,118293,Engagement.,2013-09-29,711.68
5750,118294,Wedding,2013-09-29,608.35
9272,118295,SelfTaken.,2013-09-29,1848.87
12897,118296,Official.,2013-09-29,856.8299999999999
12332,118297,Official.,2013-09-29,560.89
7107,118298,SelfTaken.,2013-09-29,938.23
3851,118299,Passport,2013-09-29,850.3199999999999
14798,118300,Engagement,2013-09-29,1272.53
16523,118301,School,2013-09-29,358.04999999999995
3820,118302,Wedding,2013-09-29,483.92
15865,118303,Engagement.,2013-09-29,416.05
6686,118304,Passport,2013-09-29,41.25
4508,118305,School,2013-09-29,997.79
14071,118306,Official,2013-09-29,473.09000000000003
3442,118307,Wedding.,2013-09-29,424.72999999999996
16492,118308,Engagement,2013-09-29,517.0999999999999
4852,118309,Official.,2013-09-29,41.81
3416,118310,SelfTaken,2013-09-29,259.78999999999996
7403,118311,School,2013-09-29,674.78
8581,118312,Official.,2013-09-29,1128.76
7003,118313,Wedding.,2013-09-29,573.92
6800,118314,School.,2013-09-29,768.6400000000001
4577,118315,Engagement,2013-09-29,497.09000000000003
14825,118316,SelfTaken,2013-09-29,2130.05
13163,118317,Engagement,2013-09-29,1371.84
11206,118318,Official.,2013-09-29,369.19000000000005
3587,118319,Engagement.,2013-09-29,1311.53
15508,118320,Official.,2013-09-29,476.37
4558,118321,SelfTaken,2013-09-29,269.64
3471,118322,SelfTaken,2013-09-29,289.1
10216,118323,School,2013-09-29,104.09
3376,118324,School,2013-09-29,1331.55
12381,118325,School.,2013-09-29,211.09
8341,118326,SelfTaken.,2013-09-29,278.85999999999996
6726,118327,Engagement.,2013-09-29,490.51
10138,118328,Engagement.,2013-09-29,1076.27
3105,118329,Engagement.,2013-09-29,488.66999999999996
3386,118330,Wedding,2013-09-29,401.59
16207,118331,SelfTaken.,2013-09-29,986.98
9719,118332,Official.,2013-09-29,252.96000000000004
15617,118333,Engagement,2013-09-29,478.4
12200,118334,School.,2013-09-29,1272.8200000000002
4421,118335,School,2013-09-29,175.43
11652,118336,Passport.,2013-09-29,349.1099999999999
7125,118337,Engagement.,2013-09-29,506.11
12756,118338,SelfTaken.,2013-09-29,327.9599999999999
16028,118339,Wedding,2013-09-29,875.91
7738,118340,SelfTaken.,2013-09-29,700.34
11580,118341,Engagement,2013-09-29,1372.4499999999998
8660,118342,Official,2013-09-29,421.88
10113,118343,Engagement,2013-09-29,481.93
8313,118344,Passport,2013-09-29,385.0899999999999
5255,118345,SelfTaken,2013-09-29,165.42
16930,118346,SelfTaken.,2013-09-29,243.73999999999998
10367,118347,School.,2013-09-29,23.25
4245,118348,School.,2013-09-29,108.85999999999996
5996,118349,Official.,2013-09-29,1440.9
6466,118350,Wedding.,2013-09-29,2959.6
2673,118351,,2013-09-29,663.9899999999999
15193,118352,School.,2013-09-29,1331.3999999999999
11358,118353,SelfTaken.,2013-09-29,515.28
16774,118354,Engagement.,2013-09-29,975.25
6685,118355,SelfTaken,2013-09-29,69.86000000000001
8625,118356,Wedding.,2013-09-29,1152.9
14323,118357,Engagement,2013-09-29,577.49
16088,118358,Engagement,2013-09-29,550.72
14716,118359,Engagement,2013-09-29,379.40999999999997
16391,118360,Engagement,2013-09-29,593.01
4987,118361,Official,2013-09-29,1236.23
10637,118362,Engagement,2013-09-29,2385.13
15261,118363,School,2013-09-29,98.86
9747,118364,School.,2013-09-29,291.84000000000003
6225,118365,School,2013-09-29,1831.23
2583,118366,,2013-09-30,1198.05
3708,118367,Engagement,2013-09-30,1069.28
6442,118368,Official.,2013-09-30,265.4599999999999
7910,118369,Official.,2013-09-30,1174.01
9062,118370,Wedding.,2013-09-30,716.04
6502,118371,SelfTaken,2013-09-30,263.71000000000004
9028,118372,,2013-09-30,1293.83
9575,118373,SelfTaken.,2013-09-30,361.68000000000006
10384,118374,SelfTaken.,2013-09-30,819.49
3599,118375,Passport.,2013-09-30,451.40999999999997
9557,118376,Passport,2013-09-30,739.27
6661,118377,Official.,2013-09-30,304.20000000000005
4898,118378,SelfTaken,2013-09-30,112.39000000000004
2985,118379,Official,2013-09-30,321.1300000000001
7250,118380,Official.,2013-09-30,339.64
6238,118381,SelfTaken,2013-09-30,119.16999999999999
13371,118382,Wedding,2013-09-30,1132.7
12950,118383,SelfTaken.,2013-09-30,291.54
8809,118384,Official.,2013-09-30,399.4599999999999
6628,118385,Passport.,2013-09-30,373.51
4224,118386,Engagement,2013-09-30,1079.7700000000002
6670,118387,Official,2013-09-30,1891.1999999999998
13623,118388,School.,2013-09-30,50.32
14778,118389,Wedding.,2013-09-30,1264.45
6325,118390,School,2013-09-30,97.19
11070,118391,School,2013-09-30,670.98
8582,118392,School,2013-09-30,955.02
16425,118393,SelfTaken.,2013-09-30,1368.83
14312,118394,Official,2013-09-30,164.32
14609,118395,Passport,2013-09-30,860.01
5531,118396,SelfTaken,2013-09-30,30.689999999999998
5648,118397,School.,2013-09-30,451.4699999999999
6726,118398,Official.,2013-09-30,51.01000000000005
4612,118399,Passport,2013-09-30,995.27
5131,118400,Official.,2013-09-30,1338.8899999999999
7650,118401,Passport,2013-09-30,267.17999999999995
11108,118402,SelfTaken,2013-09-30,164.10000000000002
14481,118403,Engagement,2013-09-30,1835.8000000000002
6780,118404,Wedding.,2013-09-30,708.74
11390,118405,Passport.,2013-09-30,59.079999999999984
16647,118406,SelfTaken.,2013-09-30,32.94999999999999
3485,118407,School.,2013-09-30,587.82
4526,118408,Engagement,2013-09-30,414.2
16092,118409,Passport,2013-09-30,2237.5299999999997
6870,118410,Official,2013-09-30,322.6700000000001
10592,118411,SelfTaken,2013-09-30,869.8699999999999
3467,118412,Official,2013-09-30,675.55
9771,118413,Engagement,2013-09-30,559.27
7637,118414,Wedding,2013-09-30,472.40999999999997
9726,118415,Wedding,2013-09-30,403.74
3997,118416,SelfTaken,2013-09-30,456.52
8413,118417,Engagement,2013-09-30,1833.08
2561,118418,School,2013-09-30,901.48
9389,118419,Passport,2013-09-30,283.52
5283,118420,Passport.,2013-09-30,29.48
15543,118421,Wedding,2013-09-30,864.9
15790,118422,SelfTaken,2013-09-30,252.08999999999992
10280,118423,SelfTaken,2013-09-30,233.75
9097,118424,,2013-09-30,375.13
15952,118425,School,2013-09-30,116.86000000000001
6590,118426,School.,2013-09-30,538.36
7410,118427,Passport.,2013-09-30,1028.0
4758,118428,School.,2013-09-30,222.14
8485,118429,Official,2013-09-30,1511.97
15546,118430,SelfTaken.,2013-09-30,201.71
10661,118431,Passport.,2013-09-30,1118.6499999999999
16091,118432,Engagement,2013-09-30,673.6899999999999
16111,118433,SelfTaken,2013-09-30,220.95
7399,118434,School.,2013-09-30,113.95
13397,118435,SelfTaken.,2013-09-30,1342.16
12350,118436,Engagement,2013-09-30,1311.28
3498,118437,School.,2013-09-30,1184.26
10344,118438,Official.,2013-09-30,1414.02
3929,118439,Wedding,2013-09-30,862.97
10815,118440,Passport,2013-09-30,2328.11
3637,118441,Passport.,2013-09-30,145.07
11545,118442,Engagement.,2013-09-30,442.29
4108,118443,School,2013-09-30,43.38
3131,118444,,2013-09-30,1804.6
13211,118445,School,2013-09-30,671.3000000000001
15678,118446,Wedding.,2013-09-30,382.15
11953,118447,School,2013-09-30,1209.91
12685,118448,Passport.,2013-09-30,82.27
13196,118449,Engagement,2013-09-30,628.53
8317,118450,Engagement.,2013-09-30,1127.8600000000001
8860,118451,Wedding,2013-09-30,635.1
7034,118452,Engagement,2013-09-30,1587.28
11433,118453,Wedding,2013-09-30,448.81
14103,118454,Wedding,2013-09-30,402.79999999999995
13222,118455,SelfTaken,2013-09-30,534.48
6875,118456,,2013-09-30,605.4
15222,118457,School,2013-09-30,130.51
14685,118458,SelfTaken.,2013-09-30,225.1099999999999
12255,118459,School,2013-09-30,357.35
8533,118460,School,2013-09-30,732.45
7275,118461,Engagement.,2013-09-30,1021.01
9812,118462,Wedding.,2013-09-30,415.73
12402,118463,School.,2013-09-30,893.6100000000001
4099,118464,Engagement.,2013-09-30,586.79
11321,118465,School.,2013-09-30,112.61
7955,118466,,2013-09-30,830.98
4464,118467,School.,2013-09-30,494.49
9240,118468,Wedding.,2013-09-30,1256.03
10211,118469,SelfTaken,2013-09-30,1622.55
14522,118470,SelfTaken,2013-09-30,364.1400000000001
8391,118471,Official,2013-09-30,662.62
6586,118472,School.,2013-09-30,2570.1
2844,118473,SelfTaken,2013-09-30,462.14
5100,118474,Passport.,2013-09-30,531.1800000000001
4204,118475,Engagement,2013-09-30,702.01
7714,118476,SelfTaken,2013-09-30,329.31999999999994
3412,118477,Official,2013-09-30,2130.13
4596,118478,Official,2013-09-30,510.98
9640,118479,,2013-09-30,695.98
2616,118480,Passport.,2013-09-30,271.2
16709,118481,,2013-09-30,1034.3200000000002
12812,118482,Wedding,2013-09-30,575.04
11720,118483,School.,2013-09-30,180.60000000000002
11456,118484,School.,2013-09-30,307.72999999999996
13433,118485,Wedding,2013-09-30,1381.41
15825,118486,SelfTaken,2013-09-30,232.29000000000008
12183,118487,Passport,2013-09-30,742.4100000000001
10672,118488,SelfTaken.,2013-09-30,446.4000000000001
7210,118489,Engagement,2013-09-30,477.84000000000003
2868,118490,Passport.,2013-09-30,579.0600000000001
9258,118491,SelfTaken,2013-09-30,250.78999999999996
6507,118492,,2013-09-30,356.77000000000004
2966,118493,Wedding,2013-09-30,1022.99
10753,118494,Official.,2013-09-30,304.65999999999997
3953,118495,Official,2013-09-30,2149.96
10815,118496,Wedding.,2013-09-30,1751.62
16890,118497,SelfTaken,2013-09-30,535.29
12618,118498,SelfTaken,2013-09-30,201.95
3570,118499,Engagement.,2013-09-30,588.8499999999999
4416,118500,Engagement.,2013-09-30,419.44
10328,118501,Official.,2013-09-30,603.15
4260,118502,School,2013-09-30,657.0699999999999
7268,118503,SelfTaken,2013-09-30,596.4
4172,118504,,2013-09-30,924.2900000000001
12647,118505,SelfTaken,2013-09-30,546.23
4124,118506,School.,2013-09-30,258.21000000000004
13231,118507,Passport.,2013-09-30,266.23
10701,118508,School.,2013-09-30,235.10999999999999
13567,118509,SelfTaken,2013-09-30,609.9599999999999
12596,118510,SelfTaken.,2013-09-30,677.97
6863,118511,,2013-09-30,316.73
3154,118512,Engagement.,2013-09-30,875.39
13934,118513,Official,2013-09-30,631.08
3154,118514,Passport.,2013-09-30,452.28999999999996
7775,118515,SelfTaken.,2013-09-30,429.4
3316,118516,Engagement.,2013-09-30,1458.73
13148,118517,School.,2013-09-30,155.55
6894,118518,SelfTaken.,2013-09-30,271.33
16555,118519,Engagement.,2013-09-30,534.66
3336,118520,School,2013-09-30,2581.68
2630,118521,Engagement,2013-09-30,327.57
8747,118522,Passport,2013-09-30,695.4699999999999
2736,118523,Official.,2013-09-30,340.34000000000003
15928,118524,School.,2013-09-30,360.03
10138,118525,SelfTaken.,2013-09-30,1085.77
2698,118526,Passport,2013-09-30,479.28
3733,118527,Passport,2013-09-30,992.06
14987,118528,Engagement.,2013-09-30,489.44
7595,118529,Wedding,2013-09-30,551.86
